juv_misd_count,age,juv_fel_count,c_charge_degree,sex,race,juv_other_count,priors_count,expert prediction,machine prediction,ground truth,proba_model,did_recid,provider
0.0,0.0909090909090909,0.0,0.6,0.0,0.8,0.0,0.0344827586206896,0,0,0,0.9136502908111728,0,H
0.0,0.1558441558441558,0.0,0.2,0.0,1.0,0.0,0.0689655172413793,0,0,0,0.8412754422976982,0,H
0.0,0.0909090909090909,0.0,0.2,0.0,0.8,0.0,0.0344827586206896,1,0,1,0.920452779458029,1,H
0.0,0.1038961038961039,0.0,0.6,1.0,0.4,0.0,0.0344827586206896,1,0,1,0.8025865054563054,1,H
0.0,0.0519480519480519,0.0,0.4,1.0,1.0,0.0,0.0,1,0,1,0.7774291453576573,1,H
0.0,0.1168831168831168,0.0,0.2,1.0,0.6,0.0,0.2413793103448276,0,0,0,0.7072588206655263,1,H
0.0,0.3766233766233766,0.0,0.6,0.0,0.8,0.0,0.1379310344827586,0,0,0,0.7693718263861827,0,H
0.0,0.4285714285714285,0.0,0.6,1.0,0.4,0.0,0.0689655172413793,0,0,0,0.7823274943457345,0,H
0.0,0.1558441558441558,0.0,0.4,1.0,1.0,0.0,0.2758620689655172,1,1,1,0.560189744385313,1,H
0.0,0.2337662337662337,0.0,0.2,0.0,0.8,0.0,0.0,0,0,0,0.8926554896311304,0,H
0.0,0.0779220779220779,0.0,0.6,1.0,0.4,0.0,0.0,0,0,0,0.7867956635032414,0,H
0.0,0.3896103896103896,0.0,1.0,1.0,0.6,0.0,0.0,0,0,0,0.8144402098464427,0,H
0.0,0.0649350649350649,0.0,0.4,1.0,1.0,0.0,0.0,1,0,1,0.7339991226231722,0,M
0.0,0.2337662337662337,0.0,0.6,1.0,1.0,0.0,0.2758620689655172,1,1,1,0.5627507502893977,1,H
0.0,0.1038961038961039,0.0,0.8,1.0,1.0,0.0,0.3793103448275862,1,0,1,0.5217571686122415,1,H
0.0,0.0259740259740259,0.0,0.8,1.0,1.0,0.0,0.1379310344827586,0,0,0,0.6270775301536227,1,H
