sex,prev_residence_place,cur_eco_activity,marital_status,edu_level,economic_status,country_birth,household_size,citizenship,age,household_position,expert prediction,machine prediction,ground truth,proba_model,occupation,provider
0.0,1.0,0.7857142857142857,0.3333333333333333,0.6,0.0,0.0,0.1333333333333333,0.0,0.3636363636363636,0.109090909090909,0,0,0,0.5246122817385629,0,H
1.0,1.0,0.9642857142857144,1.0,0.0,0.0,1.0,0.2,0.0,0.3636363636363636,1.0,0,0,0,0.7594248688661533,0,H
0.0,1.0,0.7142857142857143,0.3333333333333333,0.6,0.0,0.0,0.1333333333333333,0.0,0.7272727272727273,0.109090909090909,0,0,1,0.5968291745629081,0,H
0.0,1.0,0.4642857142857143,0.0,0.6,0.1111111111111111,0.0,1.0,0.0,0.0909090909090909,0.0,0,0,0,0.6726350036647408,0,H
1.0,1.0,0.3928571428571428,1.0,0.6,0.0,0.0,0.0,0.0,0.4545454545454545,0.9090909090909092,0,0,0,0.5713006267144283,0,H
1.0,1.0,0.9642857142857144,0.3333333333333333,0.4,0.0,0.0,1.0,0.0,0.2727272727272727,0.109090909090909,0,0,0,0.620975219895739,0,H
1.0,1.0,0.9642857142857144,0.3333333333333333,0.4,0.0,0.0,0.2,0.0,0.0909090909090909,0.109090909090909,0,0,0,0.7004885308485514,0,H
0.0,1.0,0.9285714285714286,0.3333333333333333,0.4,0.0,0.0,0.1333333333333333,0.0,0.4545454545454545,0.109090909090909,0,0,0,0.6840971937006103,0,H
1.0,1.0,0.7142857142857143,1.0,1.0,0.0,0.0,0.2,0.0,0.3636363636363636,0.2727272727272727,1,1,0,0.5977406795729172,1,H
1.0,1.0,0.8571428571428571,0.3333333333333333,0.4,1.0,0.0,0.1333333333333333,0.0,0.2727272727272727,0.109090909090909,0,1,0,0.546040367073115,1,H
0.0,1.0,0.9642857142857144,0.0,0.6,0.1111111111111111,0.0,0.1333333333333333,0.0,0.0,0.0,0,0,0,0.7274150493942912,0,H
1.0,1.0,0.8214285714285714,0.3333333333333333,0.4,1.0,0.0,0.9333333333333332,0.0,0.3636363636363636,0.109090909090909,0,0,0,0.5071044060343558,1,H
